"id","traceId","traceName","type","name","startTime","endTime","completionStartTime","environment","version","userId","sessionId","level","statusMessage","promptName","promptId","promptVersion","modelId","providedModelName","modelParameters","usageDetails","costDetails","totalCost","input","output","metadata","latencyMs","timeToFirstTokenMs","tags","release","parentObservationId","comments","e2e_success","routing_accuracy"
"ad7b5041edfb043a","e099bd59cf8875b5887f8c00baf69b52","","TOOL","ticket_node","2026-09-12 04:10:10.142000","2026-09-12 04:10:10.143000","","default","","","eval_run_20260912T040857","ERROR","(Interrupt(value={'type': 'confirm_sensitive_action', 'action': 'create_ticket', 'preview': 'Se creará un ticket de soporte con la descripción: ""Por favor crear ticket para configurar mi e-mail corporativo.""'}, id='50ab8112b4aa29c9b3c055c64019ff34'),)","","","","","","{}","{}","{}","0","{""args"": [{""user_query"": ""Por favor crear ticket para configurar mi e-mail corporativo."", ""target_domain"": ""Ticket"", ""response"": """", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": false}], ""kwargs"": {}}","","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","1","","[""nubbix-helpdesk""]","","578655c1da63a1fc","[]","",""
"0f3e694d5e9a01d1","e099bd59cf8875b5887f8c00baf69b52","","GENERATION","OpenAI-generation","2026-09-12 04:10:09.596000","2026-09-12 04:10:10.141000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","clyrjpbe20000t0mzcbwc42rg","gpt-4o-mini-2024-07-18","{""temperature"":0,""max_tokens"":""Infinity"",""top_p"":1,""frequency_penalty"":0,""presence_penalty"":0,""service_tier"":""default""}","{""input"":""255"",""output"":""1"",""total"":""256"",""input_audio_tokens"":""0"",""input_cached_tokens"":""0"",""output_accepted_prediction_tokens"":""0"",""output_audio_tokens"":""0"",""output_reasoning_tokens"":""0"",""output_rejected_prediction_tokens"":""0""}","{""input"":0.00003825,""output"":6e-7,""input_cached_tokens"":0,""total"":0.00003885}","0.00003885","[{""role"": ""user"", ""content"": ""Eres el Orquestador de la Mesa de Ayuda de Nubbix.\n        Clasifica la consulta del empleado en UNA sola intención: HR, IT, Finance o Ticket.\n\n        REGLA DE PRIORIDAD (aplicarla SIEMPRE primero): si la consulta pide explícitamente\n        crear/abrir/generar un ticket, o consultar el estado de un ticket, la intención es\n        \""Ticket\"" — sin importar de qué tema hable el ticket (IT, HR o Finance).\n\n        Ejemplos:\n        - \""Mi laptop no enciende\"" -> IT (no pide ticket, es soporte directo)\n        - \""Quiero crear un ticket para cambiar mi contraseña\"" -> Ticket (pide crear ticket, aunque el tema sea IT)\n        - \""¿Cuál es el estado del ticket TICK-8A9B2?\"" -> Ticket\n        - \""¿Cuántos días de vacaciones tengo?\"" -> HR\n        - \""¿Cuál es el tope de reembolso de viáticos?\"" -> Finance\n\n        Consulta: \""Por favor crear ticket para configurar mi e-mail corporativo.\""\n        Responde ÚNICAMENTE con una palabra: HR, IT, Finance o Ticket.\n        ""}]","{""role"": ""assistant"", ""content"": ""Ticket""}","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","545","","[""nubbix-helpdesk""]","","1e70fb784c128499","[]","",""
"1e70fb784c128499","e099bd59cf8875b5887f8c00baf69b52","","CHAIN","router_node","2026-09-12 04:10:09.596000","2026-09-12 04:10:10.141000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [{""user_query"": ""Por favor crear ticket para configurar mi e-mail corporativo."", ""target_domain"": """", ""response"": """", ""steps_count"": 0, ""max_steps"": 5, ""action_type"": null, ""require_human_approval"": false, ""approved"": false}], ""kwargs"": {}}","{""user_query"": ""Por favor crear ticket para configurar mi e-mail corporativo."", ""target_domain"": ""Ticket"", ""response"": """", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": false}","{""steps_count"":""1"",""target_domain"":""Ticket"",""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","545","","[""nubbix-helpdesk""]","","578655c1da63a1fc","[]","",""
"578655c1da63a1fc","e099bd59cf8875b5887f8c00baf69b52","orchestrator_run","AGENT","orchestrator_run","2026-09-12 04:10:09.594000","2026-09-12 04:10:10.143000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [""Por favor crear ticket para configurar mi e-mail corporativo.""], ""kwargs"": {""session_id"": ""eval_run_20260912T040857"", ""thread_id"": ""e174ede5-4a24-41f9-9c20-592acf57728c""}}","{""thread_id"": ""e174ede5-4a24-41f9-9c20-592acf57728c"", ""trace_id"": ""e099bd59cf8875b5887f8c00baf69b52"", ""awaiting_confirmation"": true, ""interrupt"": {""type"": ""confirm_sensitive_action"", ""action"": ""create_ticket"", ""preview"": ""Se creará un ticket de soporte con la descripción: \""Por favor crear ticket para configurar mi e-mail corporativo.\""""}, ""target_domain"": ""Ticket"", ""response"": null}","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","549","","[""nubbix-helpdesk""]","","","[]","",""
"cf4f771cb3c33513","9685c479937b4def0bb82e8a61025d8e","","TOOL","create_ticket","2026-09-12 04:10:09.083000","2026-09-12 04:10:09.420000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","","","{""scope.name"":""fastmcp"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python"",""attributes.langfuse.trace.tags"":""[\""nubbix-helpdesk\"",\""resume\""]"",""attributes.session.id"":""eval_run_20260912T040857"",""attributes.gen_ai.tool.name"":""create_ticket"",""attributes.fastmcp.component.key"":""create_ticket"",""attributes.mcp.method.name"":""tools/call""}","337","","[""nubbix-helpdesk"",""resume""]","","b4c81b08a851b731","[]","[1]","[1]"
"b4c81b08a851b731","9685c479937b4def0bb82e8a61025d8e","","TOOL","mcp_create_ticket","2026-09-12 04:10:07.550000","2026-09-12 04:10:09.592000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [], ""kwargs"": {""employee_email"": ""empleado@nubbix.com"", ""category"": ""IT"", ""description"": ""Crear ticket por falla en el sistema de liquidaciones.""}}","Ticket registrado con éxito. ID: TICK-87716A | Estado: OPEN","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","2042","","[""nubbix-helpdesk"",""resume""]","","e18449d557ba35ca","[]","[1]","[1]"
"e18449d557ba35ca","9685c479937b4def0bb82e8a61025d8e","","TOOL","ticket_node","2026-09-12 04:10:07.549000","2026-09-12 04:10:09.592000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": ""Ticket"", ""response"": """", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": false}], ""kwargs"": {}}","{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": ""Ticket"", ""response"": ""Ticket registrado con éxito. ID: TICK-87716A | Estado: OPEN"", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": true}","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","2043","","[""nubbix-helpdesk"",""resume""]","","e68dde5c2c583c6e","[]","[1]","[1]"
"e68dde5c2c583c6e","9685c479937b4def0bb82e8a61025d8e","orchestrator_resume","AGENT","orchestrator_resume","2026-09-12 04:10:07.548000","2026-09-12 04:10:09.593000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [], ""kwargs"": {""thread_id"": ""4f8671b0-9b39-4b45-9d22-4d9d69f5ddb2"", ""approved"": true, ""session_id"": ""eval_run_20260912T040857""}}","{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": ""Ticket"", ""response"": ""Ticket registrado con éxito. ID: TICK-87716A | Estado: OPEN"", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": true, ""thread_id"": ""4f8671b0-9b39-4b45-9d22-4d9d69f5ddb2"", ""trace_id"": ""9685c479937b4def0bb82e8a61025d8e"", ""awaiting_confirmation"": false}","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","2045","","[""nubbix-helpdesk"",""resume""]","","","[]","[1]","[1]"
"237ae1cb636acaee","b25a43f7f8a7eb169a65487b96d5c2ed","","TOOL","ticket_node","2026-09-12 04:10:07.546000","2026-09-12 04:10:07.547000","","default","","","eval_run_20260912T040857","ERROR","(Interrupt(value={'type': 'confirm_sensitive_action', 'action': 'create_ticket', 'preview': 'Se creará un ticket de soporte con la descripción: ""Crear ticket por falla en el sistema de liquidaciones.""'}, id='59af64a3e2d5b5570c5ab0007fab39cb'),)","","","","","","{}","{}","{}","0","{""args"": [{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": ""Ticket"", ""response"": """", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": false}], ""kwargs"": {}}","","{""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","1","","[""nubbix-helpdesk""]","","3ba5b6e481377c5a","[]","",""
"5c0ab0237aa9b024","b25a43f7f8a7eb169a65487b96d5c2ed","","CHAIN","router_node","2026-09-12 04:10:06.938000","2026-09-12 04:10:07.545000","","default","","","eval_run_20260912T040857","DEFAULT","","","","","","","{}","{}","{}","0","{""args"": [{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": """", ""response"": """", ""steps_count"": 0, ""max_steps"": 5, ""action_type"": null, ""require_human_approval"": false, ""approved"": false}], ""kwargs"": {}}","{""user_query"": ""Crear ticket por falla en el sistema de liquidaciones."", ""target_domain"": ""Ticket"", ""response"": """", ""steps_count"": 1, ""max_steps"": 5, ""action_type"": ""create"", ""require_human_approval"": true, ""approved"": false}","{""steps_count"":""1"",""target_domain"":""Ticket"",""scope.attributes.public_key"":""pk-lf-cd0c0bee-4ee4-4ba8-8df4-ffe753793515"",""scope.version"":""4.15.2"",""scope.name"":""langfuse-sdk"",""resourceAttributes.service.name"":""unknown_service"",""resourceAttributes.service.instance.id"":""9b4df61c-bb72-47f0-95a0-68f3008227ca"",""resourceAttributes.telemetry.sdk.version"":""1.44.0"",""resourceAttributes.telemetry.sdk.name"":""opentelemetry"",""resourceAttributes.telemetry.sdk.language"":""python""}","607","","[""nubbix-helpdesk""]","","3ba5b6e481377c5a","[]","",""
